participant,window_start,window_end,motor_left_theta,motor_left_alpha,motor_left_beta,motor_left_alpha_beta_ratio,motor_left_beta_theta_ratio,motor_left_total_power,temporal_left_theta,temporal_left_alpha,temporal_left_beta,temporal_left_alpha_beta_ratio,temporal_left_beta_theta_ratio,temporal_left_total_power,motor_right_theta,motor_right_alpha,motor_right_beta,motor_right_alpha_beta_ratio,motor_right_beta_theta_ratio,motor_right_total_power,temporal_right_theta,temporal_right_alpha,temporal_right_beta,temporal_right_alpha_beta_ratio,temporal_right_beta_theta_ratio,temporal_right_total_power
20,145.328,147.328,0.5540459222082186,0.30667410404931084,0.1392799737424661,2.2018535458396418,0.2513870568478284,22594.71458812845,0.6089087124545114,0.2774334935696594,0.11365779397582647,2.4409544111744688,0.18665818315798327,35693.17656972756,0.6157016477633803,0.2634184118711921,0.12087994036542063,2.179173906562675,0.19632875891193735,14309.250251573656,0.41815099964900454,0.39035086558436344,0.19149813476662675,2.0384055753862143,0.4579640726134043,18816.159294412384
20,145.824,147.824,0.4957907578010922,0.25629948868287955,0.24790975351601763,1.0338418922525725,0.5000289933106659,9393.817178499707,0.6926161224024743,0.1782114866036656,0.12917239099385508,1.3796406897208888,0.18649925523794406,19667.647244405245,0.6673438485674648,0.19804240635536477,0.1346137450771624,1.4711900797487831,0.20171572026343787,12413.184989026226,0.32677648792094416,0.45321957526862233,0.2200039368104259,2.060052114699833,0.6732550992580757,12833.773817259667
20,146.32,148.32,0.6261747535001039,0.2790304545575242,0.09479479194236935,2.9435209344322786,0.1513871190310665,38179.795053618895,0.6558394105378147,0.2711251256636006,0.07303546379858304,3.7122393911443137,0.11136180995693876,60754.696614200926,0.5161411524813235,0.31903540443605816,0.16482344308260868,1.9356190992572617,0.3193379219816613,10419.765650864807,0.30531715771597673,0.5031225680200915,0.19156027426392463,2.6264452269831757,0.6274140493673808,14158.860571911666
20,146.816,148.816,0.3739671072671313,0.3212098285630313,0.3048230641698229,1.053758282490277,0.815106618326383,6892.366408138942,0.6181350811606031,0.24868745119915353,0.13317746764023689,1.8673387894034825,0.21545042774498907,15428.931560368923,0.5652253593852982,0.2530329822134223,0.18174165840126727,1.392267377987351,0.32153840124744854,8123.952897525194,0.48241915931973833,0.29896122120162116,0.21861961947863012,1.3674949298447114,0.4531735841231969,9541.065060286497
20,147.312,149.312,0.6046273169954732,0.2567533602012103,0.13861932280331346,1.8522191207463294,0.22926407541780094,34040.490353464316,0.6582528023406109,0.23220160613137786,0.1095455915280093,2.119680060990889,0.1664187241413747,52249.75210986644,0.5203276065520198,0.3403222547258635,0.13935013872210728,2.442209658682241,0.2678123108737518,10620.259541023119,0.5155642400285283,0.32206508838817466,0.16237067158329102,1.983517622041451,0.31493780789432657,16709.278030649526
20,147.808,149.808,0.3615808994413148,0.2676444769595804,0.3707746235990884,0.7218521978703898,1.025426465203118,6063.533459186478,0.4282504620441322,0.3614992963945369,0.21025024156132144,1.7193763665145945,0.49095158136606987,10578.407390716944,0.464143414599332,0.38604608608478624,0.149810499315872,2.5768960643458763,0.32276769335441624,10274.280400618409,0.4694971660930143,0.3621726480262074,0.1683301858807721,2.1515609106658986,0.3585329114583435,16084.931806010629
20,148.304,150.304,0.4122927844470224,0.3915953107235501,0.19611190482941804,1.9967952025357583,0.47566174385623516,10552.027787406607,0.4678898984909981,0.4139191440946078,0.11819095741438858,3.5021219317426215,0.252604208373738,18138.759194499475,0.5115162617950412,0.3904462272308589,0.09803751097409225,3.982620767820277,0.1916605947776755,12928.947417258349,0.4664569473707751,0.4040112097248426,0.12953184290437766,3.119010744123167,0.2776930296236208,21566.63773433698
20,148.8,150.8,0.5469956412967167,0.2705900923029178,0.18241426640035674,1.4833822904455445,0.3334839487348009,11476.640079202,0.5487394670926626,0.2761059327605842,0.17515460014674625,1.5763555883159737,0.3191944641320407,14432.64277302407,0.5793126614492785,0.26838655554649465,0.15230078300421857,1.762213891829078,0.26289910982301395,11977.175864682058,0.48741050968132393,0.35673555242378147,0.15585393789488958,2.28890945742005,0.3197590835634372,19809.098016776337
20,149.296,151.296,0.4489877537586305,0.32961154747049837,0.2214006987708594,1.488755678280921,0.4931107739964673,8420.243653748823,0.44325061086603335,0.3709929249365931,0.18575646419736458,1.9972006171607488,0.41907773986915775,11096.905796434776,0.47300336186101,0.3775367753387629,0.14945986280021742,2.5260077740295452,0.31598055077699955,10354.992829519053,0.4536366850858517,0.35943894381793984,0.18692437109620147,1.9229110774054148,0.412057439888978,14279.127744192083
20,149.792,151.792,0.614250018203833,0.1684548791930133,0.21729510260314638,0.7752355077263875,0.3537567703108093,13689.334337675607,0.4497681572101189,0.3205048373471722,0.22972700544270303,1.395155248419856,0.5107676071771752,16906.340024596197,0.4336036125401907,0.4271529308073166,0.1392434566524837,3.0676696849989455,0.32113075773688193,11120.114795672296,0.4822725482196467,0.3177945763889636,0.19993287539138288,1.5895063569052719,0.4145640802684096,14566.005056917416
20,150.288,152.288,0.6146567770987034,0.16542110617349634,0.21992211672779124,0.7521804020204095,0.35779661905927745,10912.304736518396,0.5029549811600242,0.2916985218542858,0.20534649698568205,1.4205186167583543,0.4082800741172979,12797.523614678712,0.5143857549123014,0.31672915339889607,0.16888509168879265,1.875412152912347,0.32832381160629726,10263.188248659037,0.5598801400535277,0.22239954347969645,0.21772031646676832,1.0214919171938404,0.38886951133138986,13448.772720591745
20,150.784,152.784,0.6449428268104843,0.22994706591151415,0.1251101072779982,1.8379575472712135,0.19398635363807373,29714.153694257042,0.5818559025765961,0.306421478125994,0.11172261929740752,2.742698658991235,0.19201080336673187,44742.93127591009,0.5451429119272643,0.2954920764736359,0.15936501159908945,1.8541841368353704,0.2923362078315891,9526.03165436434,0.7308268176362231,0.08148896510517699,0.18768421725859344,0.43418123428512795,0.2568107966612873,15625.108145005239
20,151.28,153.28,0.6695562268198961,0.08638410707264392,0.2440596661074499,0.35394667398507734,0.3645095905785607,10038.258057181667,0.5807322740852872,0.1994095820359159,0.2198581438787897,0.9069920200265408,0.3785877825114612,13753.018574466108,0.6245205628812642,0.181487574064353,0.1939918630543714,0.9355421985584816,0.31062526133547064,8925.607060131564,0.6163877294119804,0.10364917588954717,0.27996309469846237,0.3702244254771509,0.45419965605988954,9864.7123697004
20,151.776,153.776,0.6761392716481077,0.18029236256349554,0.1435683657883909,1.2557944890814285,0.2123354933051557,16653.068376288713,0.6906325009051056,0.20900684869668704,0.10036065039820395,2.0825577342055572,0.14531701051814996,28329.085930758814,0.49100473896739877,0.2473322265058826,0.26166303452670164,0.9452318205865161,0.5329134604219499,5925.543008582468,0.4492144506649772,0.23621457706492097,0.3145709722700881,0.750910280628496,0.7002690403312172,7298.686432250819
20,152.272,154.272,0.5940397988844982,0.17798099813794951,0.2279792029775406,0.7806896234981318,0.3837776583414794,8507.118403466138,0.515146158274285,0.3440884829154209,0.14076535881028765,2.4444116494537558,0.27325324385965155,15400.068230342798,0.4309165829313215,0.33426124765581733,0.23482216941284317,1.4234654610831226,0.5449364882071824,5600.695468202969,0.4833902123379099,0.2138761002845925,0.30273368737748413,0.7064826585285073,0.6262718599810049,7448.902921243511
