participant,window_start,window_end,motor_left_theta,motor_left_alpha,motor_left_beta,motor_left_alpha_beta_ratio,motor_left_beta_theta_ratio,motor_left_total_power,temporal_left_theta,temporal_left_alpha,temporal_left_beta,temporal_left_alpha_beta_ratio,temporal_left_beta_theta_ratio,temporal_left_total_power,motor_right_theta,motor_right_alpha,motor_right_beta,motor_right_alpha_beta_ratio,motor_right_beta_theta_ratio,motor_right_total_power,temporal_right_theta,temporal_right_alpha,temporal_right_beta,temporal_right_alpha_beta_ratio,temporal_right_beta_theta_ratio,temporal_right_total_power,rhythm_similarity
1,4.96,6.96,0.3143388067365906,0.3937340413728648,0.2919271518905365,1.348740734882009,0.9287022334953312,12523.5937519469,0.2959599568758962,0.4133727822754403,0.2906672608486593,1.42215116029412,0.982116850931086,24267.07139002356,0.4474738486920273,0.330442368421371,0.2220837828865965,1.4879175963519058,0.4963056132458873,19260.61958363226,0.3799431646674291,0.4496741371756091,0.170382698156956,2.639200705469257,0.4484425935286724,17100.324723940033,0.02
1,5.456,7.456,0.4313271150111168,0.307685806053612,0.2609870789352639,1.1789311842902506,0.6050792307099291,14253.851623619988,0.2390645883477162,0.4209942893333855,0.3399411223188942,1.2384329570414598,1.421963514832438,25140.27788493931,0.5065110903077553,0.2933022365475622,0.200186673144678,1.4651436678583585,0.3952266336814919,23009.730928140754,0.3540653029037872,0.4883904175081283,0.1575442795880796,3.100019999361921,0.4449582557116253,20111.57189563284,0.02
1,5.952,7.952,0.5507356896980409,0.2131520763052627,0.2361122339966897,0.9027574416505886,0.4287215054578053,14860.698277704638,0.2938172619136238,0.3569681169716984,0.3492146211146732,1.0222026667505262,1.1885435826344657,21211.2920309957,0.4850354005651771,0.2959037626273914,0.2190608368074263,1.3507834943929728,0.4516388629616891,18775.18842670636,0.5526483135348775,0.2913464128885751,0.1560052735765421,1.867542078605567,0.2822867088450732,19694.954163564787,0.016
1,6.448,8.448,0.5631215138421386,0.2262804048843378,0.2105980812735156,1.0744656528491652,0.3739833696578503,12908.198242102097,0.3056837341374506,0.2906192595761181,0.4036970062864262,0.7198945125937293,1.3206362040346484,19594.9832412318,0.5312486600449364,0.2616533648302142,0.2070979751248443,1.2634279242589217,0.3898324658500309,19906.90084025229,0.4858186365142424,0.3365691575381211,0.1776122059476311,1.8949663720597447,0.3655936446201404,18332.647564377843,0.016
1,6.944,8.944,0.4600999828826735,0.2980824825366219,0.2418175345806947,1.2326752195761042,0.5255760564597839,10373.683327482888,0.3715141538706481,0.2812289060568787,0.3472569400724687,0.8098582738135794,0.934707161098822,22314.84742493637,0.3622854648036843,0.4159122258306866,0.2218023093656225,1.875148311215633,0.6122307707978545,15462.438098929351,0.4873277793052163,0.2924983882780096,0.2201738324167677,1.3284884269277286,0.4517982388171405,15753.676175951408,0.016
1,7.44,9.44,0.4929835980709686,0.2910881244351751,0.2159282774938466,1.3480778331289078,0.4380029646802936,10506.7828405288,0.4288150341279936,0.2382229627624824,0.332962003109519,0.7154659106376225,0.7764699849822245,20618.412933724063,0.4334395563401575,0.3353379018041253,0.2312225418557088,1.450282049115161,0.5334597142173247,12108.431692812825,0.5401381944085113,0.290683824849713,0.1691779807417686,1.7182131124581586,0.3132124009986518,13923.947554084578,0.02
1,7.936,9.936,0.6209395185397193,0.2121469461313575,0.1669135353289154,1.270999057765425,0.2688080406308306,12659.381017877577,0.546481918951346,0.1614408783964287,0.2920772026522206,0.552733581842248,0.5344681910294311,20738.67096402557,0.4036278016637011,0.2694896281599547,0.3268825701763337,0.8244233640679359,0.8098613842479584,9718.795042268064,0.5002142969967532,0.3196033990304426,0.1801823039727962,1.7737779570111516,0.3602102240071776,12777.563516125858,0.024
1,8.432,10.432,0.6725336036513543,0.1638548496338517,0.1636115467147867,1.0014870767005324,0.2432763892041923,13610.186811213232,0.582917476546367,0.1195861264646681,0.2974963969889601,0.4019750412947152,0.5103576560297106,21038.027962948472,0.3235734416429585,0.3541263222217243,0.3223002361353088,1.0987467042160184,0.9960651730216382,11895.509870668726,0.5446256026905161,0.2749240924093458,0.1804503049001312,1.5235446266576822,0.3313290892104277,14618.711793664032,0.024
1,8.928,10.928,0.666066351693971,0.1263739978576288,0.2075596504483932,0.6088562858176794,0.3116200809731878,14377.854283486568,0.5314069461919321,0.1307744202507991,0.3378186335572632,0.3871142893265819,0.6357060930009885,17539.25050189019,0.5401586734232883,0.2039838933772221,0.2558574331994833,0.7972560766611693,0.4736708781846794,16313.033115027882,0.5550986105505373,0.2666999422568118,0.1782014471926455,1.4966205182861754,0.3210266496900552,18281.85899653866,0.024
1,9.424,11.424,0.5347618564369938,0.2812721979711464,0.1839659455918534,1.5289362227679184,0.3440147111792487,15808.939316054142,0.4589236240780519,0.2092598130090981,0.3318165629128443,0.6306490886775269,0.7230322116875946,17303.165828126763,0.506401847629933,0.2844906809799956,0.2091074713900665,1.360499838139707,0.4129279392812869,20683.11985363171,0.4673648305266912,0.3374297198133485,0.195205449659955,1.7285876004032503,0.4176725267067449,18401.454748017357,0.02
1,9.92,11.92,0.4288676837371176,0.3731321416266653,0.1980001746362103,1.8845041036565533,0.4616812647454573,14883.37989303427,0.4085481214824583,0.1990604258544168,0.3923914526631191,0.5073006165231477,0.9604534497411992,17378.43990452069,0.5576651895397268,0.2658338085256568,0.176501001934612,1.5061320083844802,0.3164999452095748,23214.216685980053,0.3256468772585507,0.4993859996623885,0.1749671230790557,2.8541704914284702,0.537290959311537,19957.710347131248,0.016
1,10.416,12.416,0.3131413825285514,0.5517202646077776,0.1351383528636661,4.082632745748785,0.431556991198193,20495.89873121996,0.2699423193491967,0.3374559217664626,0.3926017588843346,0.8595374680068006,1.4543912930393736,16537.600311745126,0.412015969507251,0.4587645441399836,0.129219486352761,3.5502737016580466,0.3136273734906423,23400.89186368009,0.2731209306490813,0.5966496126276501,0.1302294567232645,4.581525774890563,0.4768197604400654,24931.22895229662,0.02
1,10.912,12.912,0.3272739111088713,0.5361479130136605,0.136578175877463,3.925575294655185,0.4173206945054245,18539.38931055223,0.3566381373114382,0.228262365802826,0.4150994968857303,0.5498979582373709,1.1639234659955435,17960.807510735536,0.3528205228068988,0.4781348269863444,0.169044650206751,2.8284528756251226,0.4791236316467554,17227.232877393428,0.2353506721440185,0.6312634536991356,0.133385874156842,4.732610988153399,0.5667537421572214,25568.45127974758,0.02
1,11.408,13.408,0.2480569467013505,0.6292270734084684,0.1227159798901761,5.127507224173785,0.4947089026211316,20188.891913919888,0.3748521084430362,0.2202551040311778,0.4048927875257805,0.5439837675971216,1.080140082998369,18765.103449283404,0.3239474074472265,0.5109690767944213,0.1650835157583466,3.0952156213002704,0.5095997435486102,17822.97450234379,0.233273910987976,0.6403069891563359,0.1264190998556847,5.064954503609571,0.541934155089461,29321.46337079878,0.016
1,11.904,13.904,0.2087734245549418,0.6492086463162954,0.1420179291287569,4.5713146945529655,0.6802490759132933,16817.931975089657,0.322424455999764,0.2473081115904785,0.4302674324097519,0.574777668403587,1.334475175202154,17340.00417898162,0.2342627576549225,0.5564952625509565,0.2092419797941145,2.6595775049467023,0.8931935314375913,15657.496473877643,0.258480401977031,0.6097949763433077,0.1317246216796577,4.629316589166277,0.5096116404653425,28113.857091144844,0.02
1,12.4,14.4,0.2569914064650559,0.5595494135342711,0.1834591800006649,3.0499940833280657,0.7138728198119919,12494.678978437894,0.367574988584825,0.2822809909918009,0.350144020423369,0.8061853823763232,0.952578470508642,19790.40073059179,0.2653010423679716,0.4967879580406248,0.2379109995913967,2.088125218648256,0.8967586311304754,14455.613040350943,0.273781337711764,0.5400073282100493,0.1862113340781818,2.899970245545365,0.680146191243397,20497.909900682364,0.016
1,12.896,14.896,0.27418097633296,0.574161198956548,0.1516578247104844,3.785898947532684,0.5531303693597981,13246.980837128056,0.2893852002798107,0.3654160316902624,0.3451987680299215,1.0585670214749507,1.1928694615209663,18034.4738436191,0.192003676566264,0.5465998491978705,0.2613964742358584,2.091075829525757,1.3614139005595345,14157.631670992248,0.3130723695505736,0.5189073919643862,0.168020238485035,3.0883624296878205,0.5366817861513338,19019.67896464657,0.016
